"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT22","WT22_ATTRIBUTES"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-06-12","4.2",",,W","0.3",",,W,2400","0.0",",,W","0.0",",,W","14.9","H,,S","20.6",",,W","11.7",",,W","  210",",,W","  210",",,W","7.6",",,W","10.3",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-06-13","2.6",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","14.8","H,,S","21.1",",,W","11.7",",,W","  210",",,W","  200",",,W","6.7",",,W","8.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-06-14","3.7",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","15.1","H,,S","20.0",",,W","12.2",",,W","  200",",,W","  210",",,W","7.2",",,W","9.8",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-06-15","2.9",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","16.7","H,,S","25.6",",,W","10.0",",,W","  300",",,W","  300",",,W","6.3",",,W","7.6",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-06-16","3.4",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","18.4","H,,S","23.9",",,W","12.8",",,W","  240",",,W","  200",",,W","6.3",",,W","9.8",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-06-17","3.0",",,W","0.0","T,,W,2400","0.0",",,W","0.0",",,W","18.3","H,,S","25.6",",,W","13.9",",,W","  220",",,W","  250",",,W","9.4",",,W","10.7",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-06-18","3.4",",,W","0.3",",,W,2400","0.0",",,W","0.0",",,W","17.7","H,,S","23.3",",,W","13.3",",,W","  230",",,W","  230",",,W","8.1",",,W","10.3",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-06-19","3.7",",,W","0.0","T,,W,2400","0.0",",,W","0.0",",,W","16.3","H,,S","20.0",",,W","12.8",",,W","  230",",,W","  200",",,W","6.7",",,W","8.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-06-20","5.0",",,W","3.0",",,W,2400","0.0",",,W","0.0",",,W","15.4","H,,S","17.2",",,W","12.8",",,W","  210",",,W","  210",",,W","8.9",",,W","11.2",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-06-21","1.5",",,W","0.3",",,W,2400","0.0",",,W","0.0",",,W","14.4","H,,S","20.6",",,W","12.2",",,W","   50",",,W","  280",",,W","4.5",",,W","6.3",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-06-22","1.7",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","17.4","H,,S","25.6",",,W","11.7",",,W","  280",",,W","  250",",,W","4.5",",,W","7.2",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-06-23","2.1",",,W","7.9",",,W,2400","0.0",",,W","0.0",",,W","19.6","H,,S","22.2",",,W","15.0",",,W","  200",",,W","  220",",,W","5.4",",,W","8.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-06-24","3.7",",,W","4.8",",,W,2400","0.0",",,W","0.0",",,W","17.2","H,,S","21.1",",,W","13.9",",,W","  220",",,W","  220",",,W","7.2",",,W","9.4",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-06-25","2.8",",,W","9.9",",,W,2400","0.0",",,W","0.0",",,W","17.6","H,,S","23.3",",,W","14.4",",,W","  200",",,W","  200",",,W","13.4",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-06-26","2.3",",,W","2.0",",,W,2400","0.0",",,W","0.0",",,W","17.3","H,,S","22.2",",,W","15.0",",,W","  260",",,W","  260",",,W","6.7",",,W","10.3",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-06-27","1.3",",,W","3.6",",,W,2400","0.0",",,W","0.0",",,W","18.6","H,,S","21.1",",,W","16.7",",,W","   90",",,W","   80",",,W","4.0",",,W","5.8",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-06-28","2.2",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","20.9","H,,S","30.6",",,W","16.1",",,W","  210",",,W","  210",",,W","5.4",",,W","6.7",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-06-29","1.7",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","23.3","H,,S","30.0",",,W","18.3",",,W","   10",",,W","   20",",,W","5.8",",,W","6.7",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-06-30","2.5",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","24.7","H,,S","33.9",",,W","17.2",",,W","  300",",,W","  300",",,W","5.4",",,W","6.7",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-07-01","2.3",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","26.1","H,,S","31.7",",,W","18.3",",,W","   30",",,W","   30",",,W","5.4",",,W","6.3",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-07-02","3.0",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","21.8","H,,S","28.3",",,W","15.6",",,W","   30",",,W","   30",",,W","8.1",",,W","9.8",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-07-03","3.2",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","22.0","H,,S","26.1",",,W","16.7",",,W","   30",",,W","   30",",,W","8.9",",,W","10.3",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-07-04","2.2",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","18.3","H,,S","21.7",",,W","13.9",",,W","  250",",,W","  250",",,W","4.0",",,W","6.3",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-07-05","2.6",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","17.9","H,,S","23.3",",,W","13.9",",,W","  230",",,W","  250",",,W","5.4",",,W","6.7",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-07-06","2.2",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","18.5","H,,S","26.1",",,W","13.3",",,W","  320",",,W","  330",",,W","5.8",",,W","7.2",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-07-07","2.9",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","18.7","H,,S","23.9",",,W","13.9",",,W","  210",",,W","  210",",,W","4.5",",,W","6.3",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-07-08","2.8",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","18.0","H,,S","26.7",",,W","13.3",",,W","  210",",,W","  210",",,W","5.4",",,W","6.3",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-07-09","2.5",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","22.1","H,,S","30.0",",,W","15.0",",,W","   20",",,W","   30",",,W","6.3",",,W","8.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-07-10","2.6",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","19.3","H,,S","22.2",",,W","13.9",",,W","  210",",,W","  180",",,W","5.8",",,W","7.6",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-07-11","3.0",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","16.8","H,,S","22.8",",,W","12.2",",,W","   20",",,W","   20",",,W","7.2",",,W","8.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-07-12","2.2",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","16.6","H,,S","19.4",",,W","13.3",",,W","   30",",,W","   30",",,W","6.3",",,W","7.6",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-07-13","3.1",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","16.8","H,,S","26.1",",,W","11.1",",,W","   20",",,W","  350",",,W","6.7",",,W","9.4",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-07-14","3.0",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","20.2","H,,S","27.8",",,W","12.8",",,W","   30",",,W","   30",",,W","8.1",",,W","9.4",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-07-15","4.6",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","21.4","H,,S","27.8",",,W","14.4",",,W","  350",",,W","  350",",,W","7.6",",,W","9.8",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-07-16","4.1",",,W","0.0","T,,W,2400","0.0",",,W","0.0",",,W","23.9","H,,S","31.1",",,W","18.3",",,W","   10",",,W","  360",",,W","7.6",",,W","10.3",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-07-17","3.7",",,W","0.0","T,,W,2400","0.0",",,W","0.0",",,W","21.1","H,,S","22.2",",,W","15.0",",,W","  210",",,W","  220",",,W","7.2",",,W","8.9",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-07-18","2.0",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","18.1","H,,S","26.1",",,W","13.9",",,W","  320",",,W","  310",",,W","5.8",",,W","6.7",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-07-19","1.9",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","19.1","H,,S","27.8",",,W","13.3",",,W","   10",",,W","  320",",,W","5.4",",,W","8.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-07-20","2.0",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","18.2","H,,S","25.0",",,W","13.3",",,W","  270",",,W","  210",",,W","3.6",",,W","5.4",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-07-21","2.3",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","17.5","H,,S","23.9",",,W","12.8",",,W","  200",",,W","  210",",,W","5.4",",,W","7.2",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-07-22","2.4",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","18.1","H,,S","26.1",",,W","13.3",",,W","  140",",,W","  110",",,W","7.6",",,W","11.2",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-07-23","3.0",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","20.9","H,,S","31.1",",,W","13.9",",,W","  350",",,W","  350",",,W","7.6",",,W","9.4",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-07-24","2.5",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","22.5","H,,S","31.1",",,W","14.4",",,W","   10",",,W","   10",",,W","6.3",",,W","7.6",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-07-25","2.3",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","21.8","H,,S","31.1",",,W","12.8",",,W","   10",",,W","  360",",,W","5.4",",,W","7.6",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-07-26","2.9",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","22.8","H,,S","31.1",",,W","14.4",",,W","   40",",,W","   30",",,W","9.8",",,W","11.2",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-07-27","2.6",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","19.6","H,,S","25.6",",,W","12.8",",,W","  310",",,W","  240",",,W","5.4",",,W","7.2",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-07-28","3.4",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","17.2","H,,S","21.1",",,W","12.2",",,W","  230",",,W","  220",",,W","6.7",",,W","9.4",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-07-29","1.4",",,W","0.0","T,,W,2400","0.0",",,W","0.0",",,W","17.1","H,,S","25.0",",,W","13.3",",,W","  330",",,W","  320",",,W","4.5",",,W","6.3",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-07-30","2.8",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","18.2","H,,S","25.0",",,W","13.3",",,W","  240",",,W","  240",",,W","4.5",",,W","7.2",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-07-31","1.8",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","17.5","H,,S","21.7",",,W","13.3",",,W","  200",",,W","  250",",,W","4.0",",,W","5.8",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-08-01","3.9",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","16.8","H,,S","20.6",",,W","13.3",",,W","  220",",,W","  210",",,W","6.7",",,W","9.4",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-08-02","2.0",",,W","2.0",",,W,2400","0.0",",,W","0.0",",,W","16.8","H,,S","17.2",",,W","15.0",",,W","  220",",,W","  180",",,W","4.5",",,W","6.7",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-08-03","2.4",",,W","0.0","T,,W,2400","0.0",",,W","0.0",",,W","17.2","H,,S","25.0",",,W","15.6",",,W","   10",",,W","  300",",,W","5.4",",,W","5.8",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-08-04","3.4",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","20.6","H,,S","28.9",",,W","15.0",",,W","  340",",,W","  310",",,W","6.7",",,W","8.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-08-05","2.1",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","22.3","H,,S","30.0",",,W","15.0",",,W","  280",",,W","  290",",,W","4.5",",,W","6.3",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-08-06","1.4",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","21.7","H,,S","30.6",",,W","13.9",",,W","  270",",,W","  270",",,W","3.6",",,W","5.4",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-08-07","1.9",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","21.5","H,,S","31.1",",,W","13.9",",,W","  310",",,W","  310",",,W","5.8",",,W","7.2",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-08-08","2.5",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","20.5","H,,S","28.3",",,W","14.4",",,W","   20",",,W","   80",",,W","5.4",",,W","10.3",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-08-09","2.1",",,W","0.0","T,,W,2400","0.0",",,W","0.0",",,W","21.2","H,,S","28.3",",,W","14.4",",,W","  190",",,W","  180",",,W","6.3",",,W","8.1",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-08-10","2.9",",,W","2.3",",,W,2400","0.0",",,W","0.0",",,W","20.6","H,,S","25.6",",,W","15.0",",,W","  190",",,W","  200",",,W","6.7",",,W","8.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-08-11","2.9",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","18.7","H,,S","25.0",",,W","14.4",",,W","  250",",,W","  230",",,W","5.8",",,W","7.6",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-08-12","1.9",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","19.5","H,,S","25.6",",,W","16.1",",,W","  240",",,W","  250",",,W","5.4",",,W","6.7",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-08-13","1.8",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","20.3","H,,S","27.8",",,W","15.0",",,W","  350",",,W","  210",",,W","4.0",",,W","10.7",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-08-14","2.0",",,W","0.8",",,W,2400","0.0",",,W","0.0",",,W","21.3","H,,S","27.2",",,W","15.0",",,W","  260",",,W","  250",",,W","6.3",",,W","8.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-08-15","1.0",",,W","1.8",",,W,2400","0.0",",,W","0.0",",,W","19.2","H,,S","21.1",",,W","17.2",",,W","  200",",,W","  200",",,W","3.1",",,W","3.6",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-08-16","2.2",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","20.4","H,,S","28.9",",,W","16.1",",,W","  240",",,W","  230",",,W","4.5",",,W","7.6",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-08-17","3.0",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","21.7","H,,S","25.6",",,W","17.2",",,W","  220",",,W","  230",",,W","6.7",",,W","8.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-08-18","3.1",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","20.1","H,,S","26.1",",,W","15.6",",,W","  240",",,W","  240",",,W","6.3",",,W","8.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-08-19","3.0",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","20.4","H,,S","26.7",",,W","15.6",",,W","  350",",,W","   40",",,W","7.6",",,W","9.4",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-08-20","4.6",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","20.4","H,,S","25.6",",,W","16.1",",,W","   20",",,W","  350",",,W","7.2",",,W","9.4",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-08-21","4.3",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","20.6","H,,S","27.8",",,W","15.0",",,W","  350",",,W","  360",",,W","6.3",",,W","8.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-08-22","1.9",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","22.2","H,,S","28.9",",,W","15.0",",,W","  300",",,W","   10",",,W","5.4",",,W","6.7",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-08-23","4.1",",,W","0.0","T,,W,2400","0.0",",,W","0.0",",,W","20.9","H,,S","25.0",",,W","16.1",",,W","  210",",,W","  220",",,W","7.6",",,W","10.3",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-08-24","2.7",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","19.4","H,,S","25.0",",,W","16.7",",,W","  210",",,W","  240",",,W","5.4",",,W","7.2",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-08-25","2.6",",,W","0.3",",,W,2400","0.0",",,W","0.0",",,W","19.3","H,,S","22.2",",,W","16.1",",,W","   30",",,W","   50",",,W","5.4",",,W","6.7",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-08-26","1.9",",,W","1.0",",,W,2400","0.0",",,W","0.0",",,W","19.4","H,,S","24.4",",,W","16.1",",,W","  250",",,W","  240",",,W","7.2",",,W","10.3",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-08-27","1.4",",,W","1.3",",,W,2400","0.0",",,W","0.0",",,W","19.7","H,,S","26.7",",,W","17.2",",,W","  310",",,W","  310",",,W","5.8",",,W","6.7",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2013-08-28","1.3",",,W","5.6",",,W,2400","0.0",",,W","0.0",",,W","20.5","H,,S","26.7",",,W","15.6",",,W","  120",",,W","  110",",,W","5.4",",,W","6.3",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,
